Frame,Z1,Z2,Delta_Z,Abs_Delta_Z
1,73.57,73.61,0.04000000000000625,0.04000000000000625
2,73.34,74.1,0.7599999999999909,0.7599999999999909
3,73.43,73.86,0.4299999999999926,0.4299999999999926
4,73.12,73.89,0.769999999999996,0.769999999999996
5,73.84,74.39,0.5499999999999972,0.5499999999999972
6,73.05,74.2,1.1500000000000057,1.1500000000000057
7,73.78,74.78,1.0,1.0
8,73.73,75.34,1.6099999999999994,1.6099999999999994
9,72.92,74.67,1.75,1.75
10,72.44,74.47,2.030000000000001,2.030000000000001
11,73.42,74.59,1.1700000000000017,1.1700000000000017
12,73.1,74.04,0.9400000000000119,0.9400000000000119
13,73.09,74.62,1.5300000000000011,1.5300000000000011
14,73.27,74.74,1.4699999999999989,1.4699999999999989
15,73.81,74.65,0.8400000000000034,0.8400000000000034
16,73.44,74.56,1.1200000000000045,1.1200000000000045
17,73.85,74.67,0.8200000000000074,0.8200000000000074
18,72.6,74.79,2.190000000000012,2.190000000000012
19,72.45,74.48,2.030000000000001,2.030000000000001
20,73.35,74.82,1.4699999999999989,1.4699999999999989
21,74.12,74.91,0.789999999999992,0.789999999999992
22,73.51,74.03,0.519999999999996,0.519999999999996
23,74.6,75.01,0.4100000000000108,0.4100000000000108
24,73.56,74.71,1.1499999999999915,1.1499999999999915
25,73.74,74.4,0.6600000000000108,0.6600000000000108
26,73.9,74.34,0.4399999999999977,0.4399999999999977
27,73.66,74.2,0.5400000000000063,0.5400000000000063
28,73.84,74.46,0.6199999999999903,0.6199999999999903
29,73.97,74.67,0.7000000000000028,0.7000000000000028
30,73.51,75.1,1.5899999999999892,1.5899999999999892
31,74.07,74.49,0.4200000000000017,0.4200000000000017
32,73.45,73.94,0.4899999999999949,0.4899999999999949
33,73.93,73.81,-0.12000000000000455,0.12000000000000455
34,72.8,73.67,0.8700000000000045,0.8700000000000045
35,73.77,74.35,0.5799999999999983,0.5799999999999983
36,73.83,74.29,0.46000000000000796,0.46000000000000796
37,74.18,74.22,0.03999999999999204,0.03999999999999204
38,75.2,74.81,-0.39000000000000057,0.39000000000000057
39,74.23,74.78,0.5499999999999972,0.5499999999999972
40,74.44,74.69,0.25,0.25
41,73.76,74.62,0.8599999999999994,0.8599999999999994
42,74.09,74.35,0.2599999999999909,0.2599999999999909
43,74.03,74.67,0.6400000000000006,0.6400000000000006
44,74.61,74.78,0.1700000000000017,0.1700000000000017
45,73.7,74.41,0.7099999999999937,0.7099999999999937
46,73.68,74.26,0.5799999999999983,0.5799999999999983
47,73.87,74.31,0.4399999999999977,0.4399999999999977
48,74.26,74.24,-0.020000000000010232,0.020000000000010232
49,74.02,74.2,0.18000000000000682,0.18000000000000682
50,73.69,73.53,-0.1599999999999966,0.1599999999999966
51,73.73,73.97,0.23999999999999488,0.23999999999999488
52,73.99,74.33,0.3400000000000034,0.3400000000000034
53,74.21,74.05,-0.1599999999999966,0.1599999999999966
54,74.12,73.68,-0.4399999999999977,0.4399999999999977
55,73.73,74.23,0.5,0.5
56,73.59,73.76,0.1700000000000017,0.1700000000000017
57,73.6,74.36,0.7600000000000051,0.7600000000000051
58,73.83,74.18,0.3500000000000085,0.3500000000000085
59,74.15,74.36,0.20999999999999375,0.20999999999999375
60,73.67,74.55,0.8799999999999955,0.8799999999999955
61,74.02,73.24,-0.7800000000000011,0.7800000000000011
62,73.48,74.18,0.7000000000000028,0.7000000000000028
63,73.71,73.77,0.060000000000002274,0.060000000000002274
64,73.75,74.15,0.4000000000000057,0.4000000000000057
65,74.07,73.82,-0.25,0.25
66,73.97,73.73,-0.23999999999999488,0.23999999999999488
67,73.92,73.83,-0.09000000000000341,0.09000000000000341
68,73.92,74.23,0.3100000000000023,0.3100000000000023
69,74.15,74.81,0.6599999999999966,0.6599999999999966
70,73.65,74.19,0.539999999999992,0.539999999999992
71,73.42,74.27,0.8499999999999943,0.8499999999999943
72,73.61,74.2,0.5900000000000034,0.5900000000000034
73,73.65,74.38,0.7299999999999898,0.7299999999999898
74,74.64,73.93,-0.7099999999999937,0.7099999999999937
75,73.76,73.13,-0.6300000000000097,0.6300000000000097
76,74.27,73.73,-0.539999999999992,0.539999999999992
77,73.94,73.97,0.030000000000001137,0.030000000000001137
78,73.94,74.7,0.7600000000000051,0.7600000000000051
79,73.8,73.79,-0.009999999999990905,0.009999999999990905
80,73.39,74.63,1.2399999999999949,1.2399999999999949
81,74.51,74.17,-0.3400000000000034,0.3400000000000034
82,74.76,73.91,-0.8500000000000085,0.8500000000000085
83,73.56,73.83,0.269999999999996,0.269999999999996
84,73.94,73.67,-0.269999999999996,0.269999999999996
85,73.12,74.41,1.289999999999992,1.289999999999992
86,75.34,73.52,-1.8200000000000074,1.8200000000000074
87,74.87,73.37,-1.5,1.5
88,74.04,73.57,-0.4700000000000131,0.4700000000000131
89,75.0,73.31,-1.6899999999999977,1.6899999999999977
90,73.98,73.72,-0.2600000000000051,0.2600000000000051
91,74.01,73.72,-0.29000000000000625,0.29000000000000625
92,73.66,73.76,0.10000000000000853,0.10000000000000853
93,73.26,73.31,0.04999999999999716,0.04999999999999716
94,74.01,73.99,-0.020000000000010232,0.020000000000010232
95,73.79,73.63,-0.1600000000000108,0.1600000000000108
96,74.46,73.59,-0.8699999999999903,0.8699999999999903
97,74.27,73.49,-0.7800000000000011,0.7800000000000011
98,73.67,73.86,0.18999999999999773,0.18999999999999773
99,74.29,74.15,-0.14000000000000057,0.14000000000000057
100,73.92,74.3,0.37999999999999545,0.37999999999999545
101,74.62,73.83,-0.7900000000000063,0.7900000000000063
102,74.9,73.86,-1.0400000000000063,1.0400000000000063
