Frame,Angle_deg
1,21.15097866051348
2,20.144186499239428
3,21.006162123372274
4,21.108344706486047
5,20.764632841904913
6,21.64313439021812
7,21.09505633925339
8,20.948384334985448
9,20.648536568855018
10,20.80245870314721
11,21.058835735600113
12,21.113225299663085
13,21.947179549392175
14,20.310787716091944
15,20.441218691153615
16,19.919619101434296
17,19.437487601997866
18,19.98486579052925
19,21.004965567457987
20,20.77657734809167
21,21.374993234177722
22,20.669625558218833
23,21.16274241451636
24,21.813795207432
25,21.650720348628685
26,21.192529989269012
27,22.13265964402155
28,21.268217772731703
29,21.626569333170067
30,21.318707532220298
31,21.79041265675031
32,21.092250528105954
33,19.684737069164743
34,20.88610642899495
35,20.08098574338481
36,20.302090447328695
37,22.186601228612183
38,21.343808386180918
39,21.479557612827442
40,20.88976244423685
41,20.457309977030725
42,21.44154702438268
43,22.51016009347628
44,20.58054287490257
45,20.75289981048206
46,21.736337192791886
47,22.479131136615226
48,22.23179087646123
49,21.91395489931791
50,22.95068838256736
51,22.12231033626527
52,21.66037447123023
53,21.47573918976724
54,22.473752282562273
55,21.743233422437303
56,21.35849299007116
57,21.916266047522708
58,20.733407646789704
59,20.97201357093698
60,20.55709616184167
61,20.39367631179167
62,21.325600452458428
63,21.426110870019
64,22.225725269179915
65,19.996260084474084
66,21.803300898909438
67,21.23050984815733
68,21.454611401807114
69,21.24905482418804
70,21.80980636260899
71,20.30145671542315
72,20.478961870010004
73,20.095797676066187
74,21.57580546661215
75,20.304998978359162
76,21.476798566016704
77,19.344818529579204
78,19.865779734504645
79,21.334669449752745
80,20.150241700045626
81,20.455880025003296
82,20.35948736199103
83,21.630853463032313
84,21.3690272862113
85,19.70955464345295
86,20.735916127389935
87,21.47998032825127
88,20.395768275720126
89,21.826817637726023
90,21.750464760365627
91,21.3820878661476
92,21.444354998522595
93,20.556186127395662
94,21.802556555651588
95,21.283924119506366
96,20.896166706142292
97,22.181905311836694
98,22.62633540682273
99,22.191289700380093
100,23.08737516634283
101,23.006248337877302
102,21.283652244122717
103,21.07814352147575
104,22.658405737847893
105,21.432329728046344
106,23.10248449835195
107,22.066334698037075
108,22.213835753461463
109,22.08457237191599
110,21.852580296626197
111,22.225948284407853
112,21.862978302485626
113,21.717010142957996
114,22.44862265794429
115,21.127909412570386
116,21.200680873178932
117,22.02842098260841
118,23.30892913065443
119,22.770586149896307
120,22.01316072811856
121,21.485608369135306
122,21.389536135197847
123,21.392381716762184
124,20.730485092107195
125,21.082957591824723
126,21.49982829980643
127,20.543097731933816
128,21.547373498828666
129,21.098968853344864
130,21.296676719879862
131,20.599399133874467
132,21.127181408545287
133,20.381172495091963
134,21.204083785410187
135,21.080643951191096
136,20.527155797163132
137,20.929482506194038
138,20.31389572927017
139,21.041655636146587
