Frame,Z1,Z2,Delta_Z,Abs_Delta_Z
1,63.23,63.05,-0.17999999999999972,0.17999999999999972
2,63.18,62.4,-0.7800000000000011,0.7800000000000011
3,62.28,62.79,0.509999999999998,0.509999999999998
4,62.21,62.9,0.6899999999999977,0.6899999999999977
5,61.71,63.35,1.6400000000000006,1.6400000000000006
6,63.35,62.86,-0.490000000000002,0.490000000000002
7,63.67,63.37,-0.30000000000000426,0.30000000000000426
8,62.74,62.79,0.04999999999999716,0.04999999999999716
9,62.72,62.57,-0.14999999999999858,0.14999999999999858
10,63.91,63.03,-0.8799999999999955,0.8799999999999955
11,62.95,62.93,-0.020000000000003126,0.020000000000003126
12,61.32,62.43,1.1099999999999994,1.1099999999999994
13,61.13,62.77,1.6400000000000006,1.6400000000000006
14,61.45,62.48,1.029999999999994,1.029999999999994
15,61.02,62.93,1.9099999999999966,1.9099999999999966
16,61.62,62.58,0.9600000000000009,0.9600000000000009
17,61.88,62.68,0.7999999999999972,0.7999999999999972
18,62.72,63.1,0.38000000000000256,0.38000000000000256
19,61.87,63.05,1.1799999999999997,1.1799999999999997
20,62.26,62.55,0.28999999999999915,0.28999999999999915
21,61.13,62.89,1.759999999999998,1.759999999999998
22,61.21,62.46,1.25,1.25
23,62.67,62.67,0.0,0.0
24,61.8,62.29,0.490000000000002,0.490000000000002
25,61.79,62.79,1.0,1.0
26,62.44,62.65,0.21000000000000085,0.21000000000000085
27,61.67,62.81,1.1400000000000006,1.1400000000000006
28,61.65,62.72,1.0700000000000003,1.0700000000000003
29,61.83,63.23,1.3999999999999986,1.3999999999999986
30,61.62,62.56,0.9400000000000048,0.9400000000000048
31,62.28,62.87,0.5899999999999963,0.5899999999999963
32,62.01,62.67,0.6600000000000037,0.6600000000000037
33,61.48,62.71,1.230000000000004,1.230000000000004
34,62.11,62.65,0.5399999999999991,0.5399999999999991
35,62.13,62.68,0.5499999999999972,0.5499999999999972
36,62.2,62.31,0.10999999999999943,0.10999999999999943
37,61.9,62.2,0.30000000000000426,0.30000000000000426
38,61.72,62.62,0.8999999999999986,0.8999999999999986
39,61.84,63.08,1.2399999999999949,1.2399999999999949
40,62.22,62.93,0.7100000000000009,0.7100000000000009
41,63.1,62.58,-0.5200000000000031,0.5200000000000031
42,61.98,62.95,0.970000000000006,0.970000000000006
43,62.28,62.58,0.29999999999999716,0.29999999999999716
44,62.39,62.38,-0.00999999999999801,0.00999999999999801
45,63.11,62.23,-0.8800000000000026,0.8800000000000026
46,62.45,62.51,0.05999999999999517,0.05999999999999517
47,62.02,62.9,0.8799999999999955,0.8799999999999955
48,62.15,62.22,0.07000000000000028,0.07000000000000028
49,61.8,62.78,0.980000000000004,0.980000000000004
50,62.72,62.32,-0.3999999999999986,0.3999999999999986
51,62.13,62.49,0.35999999999999943,0.35999999999999943
52,61.93,61.21,-0.7199999999999989,0.7199999999999989
53,62.5,62.72,0.21999999999999886,0.21999999999999886
54,61.89,62.16,0.269999999999996,0.269999999999996
55,62.32,62.57,0.25,0.25
56,62.01,61.89,-0.11999999999999744,0.11999999999999744
57,62.11,62.03,-0.0799999999999983,0.0799999999999983
58,61.94,61.8,-0.14000000000000057,0.14000000000000057
59,62.01,61.26,-0.75,0.75
60,61.92,62.39,0.46999999999999886,0.46999999999999886
61,63.27,62.36,-0.9100000000000037,0.9100000000000037
62,62.14,62.66,0.519999999999996,0.519999999999996
63,62.8,62.93,0.13000000000000256,0.13000000000000256
64,63.0,62.77,-0.22999999999999687,0.22999999999999687
65,61.74,62.76,1.019999999999996,1.019999999999996
66,62.59,62.85,0.259999999999998,0.259999999999998
67,62.58,62.82,0.240000000000002,0.240000000000002
68,62.34,62.74,0.3999999999999986,0.3999999999999986
69,62.5,62.04,-0.46000000000000085,0.46000000000000085
70,62.71,62.13,-0.5799999999999983,0.5799999999999983
71,62.57,62.58,0.00999999999999801,0.00999999999999801
72,63.1,63.41,0.30999999999999517,0.30999999999999517
73,62.07,62.25,0.17999999999999972,0.17999999999999972
74,62.67,62.49,-0.17999999999999972,0.17999999999999972
75,62.88,62.57,-0.3100000000000023,0.3100000000000023
76,63.07,63.12,0.04999999999999716,0.04999999999999716
77,62.72,63.14,0.4200000000000017,0.4200000000000017
78,62.76,62.52,-0.23999999999999488,0.23999999999999488
79,63.2,63.2,0.0,0.0
80,62.68,62.65,-0.030000000000001137,0.030000000000001137
81,62.9,62.87,-0.030000000000001137,0.030000000000001137
82,63.36,62.76,-0.6000000000000014,0.6000000000000014
83,62.59,62.47,-0.12000000000000455,0.12000000000000455
84,62.96,62.81,-0.14999999999999858,0.14999999999999858
85,62.6,63.15,0.5499999999999972,0.5499999999999972
86,62.75,62.67,-0.0799999999999983,0.0799999999999983
87,62.77,63.41,0.6399999999999935,0.6399999999999935
88,62.73,63.03,0.30000000000000426,0.30000000000000426
89,62.19,62.97,0.7800000000000011,0.7800000000000011
90,62.82,62.77,-0.04999999999999716,0.04999999999999716
