Frame,Z1,Z2,Delta_Z,Abs_Delta_Z
1,71.4,71.89,0.4899999999999949,0.4899999999999949
2,72.11,71.79,-0.3199999999999932,0.3199999999999932
3,71.36,71.89,0.5300000000000011,0.5300000000000011
4,72.64,72.04,-0.5999999999999943,0.5999999999999943
5,72.56,72.31,-0.25,0.25
6,72.19,72.31,0.12000000000000455,0.12000000000000455
7,72.44,71.9,-0.539999999999992,0.539999999999992
8,72.7,72.26,-0.4399999999999977,0.4399999999999977
9,72.08,72.95,0.8700000000000045,0.8700000000000045
10,71.71,72.77,1.0600000000000023,1.0600000000000023
11,72.57,72.72,0.15000000000000568,0.15000000000000568
12,72.0,72.43,0.4300000000000068,0.4300000000000068
13,72.04,72.58,0.539999999999992,0.539999999999992
14,71.67,72.36,0.6899999999999977,0.6899999999999977
15,71.69,71.94,0.25,0.25
16,71.78,71.93,0.15000000000000568,0.15000000000000568
17,71.87,72.92,1.0499999999999972,1.0499999999999972
18,72.14,71.91,-0.23000000000000398,0.23000000000000398
19,71.99,71.83,-0.1599999999999966,0.1599999999999966
20,71.88,72.78,0.9000000000000057,0.9000000000000057
21,72.1,72.5,0.4000000000000057,0.4000000000000057
22,72.09,71.94,-0.15000000000000568,0.15000000000000568
23,72.14,73.04,0.9000000000000057,0.9000000000000057
24,72.56,72.73,0.1700000000000017,0.1700000000000017
25,71.98,72.3,0.3199999999999932,0.3199999999999932
26,71.65,72.02,0.36999999999999034,0.36999999999999034
27,72.44,72.35,-0.09000000000000341,0.09000000000000341
28,71.97,72.15,0.18000000000000682,0.18000000000000682
29,71.91,72.05,0.14000000000000057,0.14000000000000057
30,71.52,72.77,1.25,1.25
31,72.3,72.37,0.07000000000000739,0.07000000000000739
32,71.53,72.39,0.8599999999999994,0.8599999999999994
33,71.4,72.48,1.0799999999999983,1.0799999999999983
34,72.77,72.37,-0.3999999999999915,0.3999999999999915
35,72.31,72.27,-0.04000000000000625,0.04000000000000625
36,72.21,72.14,-0.06999999999999318,0.06999999999999318
37,71.93,72.59,0.6599999999999966,0.6599999999999966
38,71.75,72.19,0.4399999999999977,0.4399999999999977
39,72.18,72.34,0.1599999999999966,0.1599999999999966
40,71.79,71.92,0.12999999999999545,0.12999999999999545
41,72.65,72.19,-0.46000000000000796,0.46000000000000796
42,72.47,72.89,0.4200000000000017,0.4200000000000017
43,72.28,72.5,0.21999999999999886,0.21999999999999886
44,72.04,72.44,0.3999999999999915,0.3999999999999915
45,72.4,71.96,-0.44000000000001194,0.44000000000001194
46,72.35,72.41,0.060000000000002274,0.060000000000002274
47,71.52,72.67,1.1500000000000057,1.1500000000000057
48,72.55,72.84,0.29000000000000625,0.29000000000000625
49,72.59,72.28,-0.3100000000000023,0.3100000000000023
50,71.72,71.84,0.12000000000000455,0.12000000000000455
51,71.94,71.75,-0.18999999999999773,0.18999999999999773
52,70.77,72.13,1.3599999999999994,1.3599999999999994
53,71.98,72.06,0.0799999999999983,0.0799999999999983
54,71.87,72.3,0.4299999999999926,0.4299999999999926
55,71.45,72.33,0.8799999999999955,0.8799999999999955
56,71.97,72.45,0.480000000000004,0.480000000000004
57,72.07,72.57,0.5,0.5
58,71.51,72.25,0.7399999999999949,0.7399999999999949
59,71.18,72.1,0.9199999999999875,0.9199999999999875
60,71.87,72.55,0.6799999999999926,0.6799999999999926
61,71.59,72.92,1.3299999999999983,1.3299999999999983
62,71.09,72.82,1.7299999999999898,1.7299999999999898
63,71.78,72.73,0.9500000000000028,0.9500000000000028
64,72.0,72.55,0.5499999999999972,0.5499999999999972
65,71.64,72.26,0.6200000000000045,0.6200000000000045
66,71.72,72.94,1.2199999999999989,1.2199999999999989
67,71.91,72.42,0.5100000000000051,0.5100000000000051
68,72.12,72.71,0.5899999999999892,0.5899999999999892
69,71.61,73.02,1.4099999999999966,1.4099999999999966
70,72.12,71.89,-0.23000000000000398,0.23000000000000398
71,72.18,72.38,0.19999999999998863,0.19999999999998863
72,72.95,72.11,-0.8400000000000034,0.8400000000000034
73,73.98,72.09,-1.8900000000000006,1.8900000000000006
74,72.94,72.11,-0.8299999999999983,0.8299999999999983
75,73.27,72.32,-0.9500000000000028,0.9500000000000028
76,73.5,71.8,-1.7000000000000028,1.7000000000000028
77,72.7,72.8,0.09999999999999432,0.09999999999999432
78,72.76,72.57,-0.19000000000001194,0.19000000000001194
79,73.32,72.25,-1.0699999999999932,1.0699999999999932
80,73.29,72.31,-0.980000000000004,0.980000000000004
81,73.18,72.85,-0.3300000000000125,0.3300000000000125
82,73.14,72.84,-0.29999999999999716,0.29999999999999716
83,73.78,72.75,-1.0300000000000011,1.0300000000000011
84,74.08,72.88,-1.2000000000000028,1.2000000000000028
85,73.85,72.81,-1.039999999999992,1.039999999999992
86,73.29,72.39,-0.9000000000000057,0.9000000000000057
87,73.42,72.44,-0.980000000000004,0.980000000000004
88,73.66,72.76,-0.8999999999999915,0.8999999999999915
89,73.69,72.32,-1.3700000000000045,1.3700000000000045
90,73.49,72.54,-0.9499999999999886,0.9499999999999886
91,73.58,72.7,-0.8799999999999955,0.8799999999999955
92,74.07,72.74,-1.3299999999999983,1.3299999999999983
93,73.94,73.03,-0.9099999999999966,0.9099999999999966
94,73.2,72.69,-0.5100000000000051,0.5100000000000051
95,73.42,72.48,-0.9399999999999977,0.9399999999999977
96,74.05,72.78,-1.269999999999996,1.269999999999996
97,73.27,72.48,-0.789999999999992,0.789999999999992
98,73.56,72.86,-0.7000000000000028,0.7000000000000028
99,73.82,72.78,-1.039999999999992,1.039999999999992
100,74.13,72.67,-1.4599999999999937,1.4599999999999937
101,72.97,72.78,-0.18999999999999773,0.18999999999999773
102,73.52,73.0,-0.519999999999996,0.519999999999996
103,73.93,72.41,-1.5200000000000102,1.5200000000000102
104,73.58,72.77,-0.8100000000000023,0.8100000000000023
105,73.71,72.4,-1.309999999999988,1.309999999999988
106,73.5,72.16,-1.3400000000000034,1.3400000000000034
107,74.4,72.86,-1.5400000000000063,1.5400000000000063
108,73.72,72.5,-1.2199999999999989,1.2199999999999989
109,73.75,72.68,-1.0699999999999932,1.0699999999999932
110,73.48,71.96,-1.5200000000000102,1.5200000000000102
111,73.76,72.52,-1.240000000000009,1.240000000000009
112,73.3,73.44,0.14000000000000057,0.14000000000000057
113,73.22,72.95,-0.269999999999996,0.269999999999996
114,73.78,72.44,-1.3400000000000034,1.3400000000000034
115,73.47,72.48,-0.9899999999999949,0.9899999999999949
116,72.66,72.98,0.3200000000000074,0.3200000000000074
117,72.66,72.14,-0.519999999999996,0.519999999999996
118,74.11,72.58,-1.5300000000000011,1.5300000000000011
119,74.14,72.31,-1.8299999999999983,1.8299999999999983
120,73.48,72.92,-0.5600000000000023,0.5600000000000023
121,73.3,72.72,-0.5799999999999983,0.5799999999999983
122,72.95,72.53,-0.4200000000000017,0.4200000000000017
123,73.26,72.84,-0.4200000000000017,0.4200000000000017
124,74.14,72.96,-1.1800000000000068,1.1800000000000068
125,73.63,72.93,-0.6999999999999886,0.6999999999999886
126,74.12,73.03,-1.0900000000000034,1.0900000000000034
127,73.04,72.53,-0.5100000000000051,0.5100000000000051
128,74.01,72.66,-1.3500000000000085,1.3500000000000085
129,73.04,72.34,-0.7000000000000028,0.7000000000000028
130,74.03,72.51,-1.519999999999996,1.519999999999996
131,73.62,72.89,-0.730000000000004,0.730000000000004
132,73.07,72.24,-0.8299999999999983,0.8299999999999983
133,72.53,72.65,0.12000000000000455,0.12000000000000455
134,72.89,72.74,-0.15000000000000568,0.15000000000000568
135,73.95,73.0,-0.9500000000000028,0.9500000000000028
136,73.67,72.47,-1.2000000000000028,1.2000000000000028
137,73.36,72.41,-0.9500000000000028,0.9500000000000028
138,73.79,72.72,-1.0700000000000074,1.0700000000000074
139,73.13,73.02,-0.10999999999999943,0.10999999999999943
140,73.35,72.74,-0.6099999999999994,0.6099999999999994
141,73.53,73.01,-0.519999999999996,0.519999999999996
142,74.15,73.6,-0.5500000000000114,0.5500000000000114
143,73.91,73.25,-0.6599999999999966,0.6599999999999966
