Frame,Z1,Z2,Delta_Z,Abs_Delta_Z
1,66.85,56.99,-9.859999999999992,9.859999999999992
2,66.9,57.2,-9.700000000000003,9.700000000000003
3,67.21,56.63,-10.579999999999991,10.579999999999991
4,66.51,56.74,-9.770000000000003,9.770000000000003
5,67.22,56.82,-10.399999999999999,10.399999999999999
6,66.7,56.32,-10.380000000000003,10.380000000000003
7,67.29,56.69,-10.600000000000009,10.600000000000009
8,66.87,56.82,-10.050000000000004,10.050000000000004
9,67.14,56.62,-10.520000000000003,10.520000000000003
10,67.1,56.67,-10.429999999999993,10.429999999999993
11,67.25,57.05,-10.200000000000003,10.200000000000003
12,66.77,56.53,-10.239999999999995,10.239999999999995
13,67.05,57.12,-9.93,9.93
14,67.97,57.06,-10.909999999999997,10.909999999999997
15,66.77,57.04,-9.729999999999997,9.729999999999997
16,67.25,56.92,-10.329999999999998,10.329999999999998
17,66.98,57.12,-9.860000000000007,9.860000000000007
18,67.37,57.19,-10.180000000000007,10.180000000000007
19,67.24,57.12,-10.119999999999997,10.119999999999997
20,66.93,56.81,-10.120000000000005,10.120000000000005
21,67.11,57.17,-9.939999999999998,9.939999999999998
22,66.55,56.26,-10.29,10.29
23,67.9,57.04,-10.860000000000007,10.860000000000007
24,68.12,57.23,-10.890000000000008,10.890000000000008
25,66.97,56.95,-10.019999999999996,10.019999999999996
26,67.05,56.77,-10.279999999999994,10.279999999999994
27,67.12,56.36,-10.760000000000005,10.760000000000005
28,67.69,57.56,-10.129999999999995,10.129999999999995
29,67.43,57.14,-10.290000000000006,10.290000000000006
30,67.44,57.23,-10.21,10.21
31,67.0,57.08,-9.920000000000002,9.920000000000002
32,66.31,55.99,-10.32,10.32
33,66.67,56.84,-9.829999999999998,9.829999999999998
34,67.07,56.27,-10.79999999999999,10.79999999999999
35,66.24,55.92,-10.319999999999993,10.319999999999993
36,67.08,56.19,-10.89,10.89
37,66.46,55.91,-10.549999999999997,10.549999999999997
38,66.24,56.82,-9.419999999999995,9.419999999999995
39,66.16,56.4,-9.759999999999998,9.759999999999998
40,66.84,56.61,-10.230000000000004,10.230000000000004
41,66.48,56.47,-10.010000000000005,10.010000000000005
42,66.86,56.5,-10.36,10.36
43,67.26,56.72,-10.540000000000006,10.540000000000006
44,66.35,56.23,-10.119999999999997,10.119999999999997
45,66.23,56.07,-10.160000000000004,10.160000000000004
46,67.22,56.53,-10.689999999999998,10.689999999999998
47,66.56,56.99,-9.57,9.57
48,67.01,56.61,-10.400000000000006,10.400000000000006
49,66.59,57.22,-9.370000000000005,9.370000000000005
50,66.53,56.69,-9.840000000000003,9.840000000000003
51,66.37,56.81,-9.560000000000002,9.560000000000002
52,66.22,56.49,-9.729999999999997,9.729999999999997
53,67.22,56.56,-10.659999999999997,10.659999999999997
54,66.65,56.13,-10.520000000000003,10.520000000000003
55,66.65,56.44,-10.210000000000008,10.210000000000008
56,66.81,56.24,-10.57,10.57
57,66.22,56.1,-10.119999999999997,10.119999999999997
58,65.37,56.07,-9.300000000000004,9.300000000000004
59,64.87,56.53,-8.340000000000003,8.340000000000003
60,65.71,56.5,-9.209999999999994,9.209999999999994
61,65.87,55.9,-9.970000000000006,9.970000000000006
